lead_id,email,phone,signup_ts,source_platform,campaign_id,ad_id,opted_into,intent_category,geo_state,device,days_since_signup,total_opens,has_opened,days_since_last_open
L01001,user1001@example.com,+15550001001,2025-08-19,taboola,camp_taboola_3,ad_2688,mortgage_refi_quiz,finance,NY,desktop,314,4,1,114
L01002,user1002@example.com,+15550001002,2026-05-02,meta,camp_meta_4,ad_8859,hvac_tuneup_offer,home_services,AZ,tablet,58,2,1,57
L01003,user1003@example.com,+15550001003,2025-12-14,taboola,camp_taboola_7,ad_8322,weekly_cash_draw,sweepstakes,AZ,desktop,197,3,1,55
L01004,user1004@example.com,+15550001004,2026-03-17,google_search,camp_google_search_2,ad_7234,personal_loan_calc,finance,PA,mobile,104,1,1,48
L01005,user1005@example.com,+15550001005,2025-09-12,google_search,camp_google_search_7,ad_3059,debt_relief_guide,finance,TX,mobile,290,2,1,92
L01006,user1006@example.com,+15550001006,2025-10-06,google_search,camp_google_search_6,ad_9393,debt_relief_guide,finance,TX,desktop,266,3,1,109
L01007,user1007@example.com,+15550001007,2025-07-11,taboola,camp_taboola_5,ad_8538,solar_savings_quote,home_services,IL,tablet,353,2,1,166
L01008,user1008@example.com,+15550001008,2026-01-28,meta,camp_meta_3,ad_3334,life_insurance_quote,insurance,FL,tablet,152,1,1,50
L01009,user1009@example.com,+15550001009,2026-05-08,google_search,camp_google_search_4,ad_1385,hvac_tuneup_offer,home_services,NY,desktop,52,2,1,52
L01010,user1010@example.com,+15550001010,2025-10-12,meta,camp_meta_2,ad_9064,auto_insurance_quiz,insurance,OH,tablet,260,6,1,66
L01011,user1011@example.com,+15550001011,2025-09-27,tiktok,camp_tiktok_3,ad_8774,health_ins_compare,insurance,GA,mobile,275,6,1,92
L01012,user1012@example.com,+15550001012,2025-12-31,google_search,camp_google_search_1,ad_9078,debt_relief_guide,finance,AZ,mobile,180,2,1,102
L01013,user1013@example.com,+15550001013,2026-06-22,tiktok,camp_tiktok_1,ad_4252,weight_loss_guide,health,FL,mobile,7,6,1,7
L01014,user1014@example.com,+15550001014,2026-04-25,tiktok,camp_tiktok_5,ad_3372,weight_loss_guide,health,FL,tablet,65,2,1,65
L01015,user1015@example.com,+15550001015,2025-09-16,meta,camp_meta_6,ad_4283,debt_relief_guide,finance,CA,desktop,286,4,1,129
L01016,user1016@example.com,+15550001016,2025-10-16,google_search,camp_google_search_2,ad_8533,solar_savings_quote,home_services,GA,mobile,256,2,1,167
L01017,user1017@example.com,+15550001017,2025-08-11,tiktok,camp_tiktok_4,ad_7228,debt_relief_guide,finance,AZ,desktop,322,4,1,134
L01018,user1018@example.com,+15550001018,2025-09-28,taboola,camp_taboola_8,ad_7385,health_ins_compare,insurance,GA,tablet,274,3,1,152
L01019,user1019@example.com,+15550001019,2026-04-23,meta,camp_meta_1,ad_2147,debt_relief_guide,finance,OH,desktop,67,2,1,67
L01020,user1020@example.com,+15550001020,2026-06-19,taboola,camp_taboola_3,ad_5041,solar_savings_quote,home_services,PA,tablet,10,1,1,10
L01021,user1021@example.com,+15550001021,2025-09-08,google_search,camp_google_search_3,ad_1692,debt_relief_guide,finance,NC,desktop,294,3,1,102
L01022,user1022@example.com,+15550001022,2025-08-08,tiktok,camp_tiktok_2,ad_1918,500_giftcard_sweeps,sweepstakes,CA,desktop,325,1,1,193
L01023,user1023@example.com,+15550001023,2025-08-15,meta,camp_meta_8,ad_1107,500_giftcard_sweeps,sweepstakes,IL,desktop,318,0,0,318
L01024,user1024@example.com,+15550001024,2025-12-18,meta,camp_meta_6,ad_1327,personal_loan_calc,finance,PA,mobile,193,2,1,102
L01025,user1025@example.com,+15550001025,2026-06-20,meta,camp_meta_3,ad_9165,win_iphone_giveaway,sweepstakes,AZ,mobile,9,3,1,9
L01026,user1026@example.com,+15550001026,2026-05-14,taboola,camp_taboola_6,ad_4337,weekly_cash_draw,sweepstakes,NY,tablet,46,2,1,46
L01027,user1027@example.com,+15550001027,2025-10-13,google_search,camp_google_search_5,ad_9770,supplement_trial,health,OH,tablet,259,3,1,89
L01028,user1028@example.com,+15550001028,2025-08-04,tiktok,camp_tiktok_5,ad_1738,weekly_cash_draw,sweepstakes,TX,desktop,329,2,1,118
L01029,user1029@example.com,+15550001029,2026-03-03,meta,camp_meta_3,ad_7792,500_giftcard_sweeps,sweepstakes,NC,desktop,118,1,1,110
L01030,user1030@example.com,+15550001030,2026-03-28,meta,camp_meta_5,ad_2980,supplement_trial,health,GA,tablet,93,1,1,93
L01031,user1031@example.com,+15550001031,2025-08-10,tiktok,camp_tiktok_3,ad_7134,keto_meal_plan,health,NY,desktop,323,3,1,111
L01032,user1032@example.com,+15550001032,2026-04-06,meta,camp_meta_4,ad_8517,weight_loss_guide,health,AZ,tablet,84,4,1,40
L01033,user1033@example.com,+15550001033,2025-11-25,meta,camp_meta_8,ad_9039,500_giftcard_sweeps,sweepstakes,NC,desktop,216,0,0,216
L01034,user1034@example.com,+15550001034,2026-03-19,meta,camp_meta_2,ad_1305,life_insurance_quote,insurance,GA,desktop,102,2,1,72
L01035,user1035@example.com,+15550001035,2025-10-29,meta,camp_meta_6,ad_9320,personal_loan_calc,finance,IL,tablet,243,4,1,109
L01036,user1036@example.com,+15550001036,2025-09-19,tiktok,camp_tiktok_3,ad_1197,debt_relief_guide,finance,CA,tablet,283,1,1,95
L01037,user1037@example.com,+15550001037,2025-08-03,tiktok,camp_tiktok_7,ad_6735,solar_savings_quote,home_services,FL,tablet,330,2,1,118
L01038,user1038@example.com,+15550001038,2025-09-27,taboola,camp_taboola_6,ad_8666,win_iphone_giveaway,sweepstakes,CA,desktop,275,2,1,148
L01039,user1039@example.com,+15550001039,2025-07-18,tiktok,camp_tiktok_4,ad_2237,debt_relief_guide,finance,IL,tablet,346,3,1,123
L01040,user1040@example.com,+15550001040,2026-01-21,taboola,camp_taboola_5,ad_9313,mortgage_refi_quiz,finance,NY,desktop,159,1,1,117
L01041,user1041@example.com,+15550001041,2025-07-05,google_search,camp_google_search_8,ad_1532,hvac_tuneup_offer,home_services,TX,tablet,359,2,1,200
L01042,user1042@example.com,+15550001042,2026-06-19,meta,camp_meta_7,ad_1657,personal_loan_calc,finance,OH,desktop,10,1,1,10
L01043,user1043@example.com,+15550001043,2026-05-13,meta,camp_meta_5,ad_7900,mortgage_refi_quiz,finance,NC,mobile,47,3,1,27
L01044,user1044@example.com,+15550001044,2025-12-27,tiktok,camp_tiktok_3,ad_7750,weekly_cash_draw,sweepstakes,IL,desktop,184,0,0,184
L01045,user1045@example.com,+15550001045,2025-10-29,taboola,camp_taboola_3,ad_8753,hvac_tuneup_offer,home_services,OH,desktop,243,2,1,158
L01046,user1046@example.com,+15550001046,2025-07-09,tiktok,camp_tiktok_4,ad_8693,mortgage_refi_quiz,finance,PA,tablet,355,1,1,189
L01047,user1047@example.com,+15550001047,2026-03-04,meta,camp_meta_1,ad_6713,hvac_tuneup_offer,home_services,CA,mobile,117,2,1,98
L01048,user1048@example.com,+15550001048,2025-07-31,meta,camp_meta_1,ad_5067,keto_meal_plan,health,NC,tablet,333,3,1,172
L01049,user1049@example.com,+15550001049,2025-10-27,meta,camp_meta_1,ad_4100,supplement_trial,health,AZ,tablet,245,0,0,245
L01050,user1050@example.com,+15550001050,2025-12-01,meta,camp_meta_4,ad_7225,debt_relief_guide,finance,OH,tablet,210,1,1,107
L01051,user1051@example.com,+15550001051,2025-09-01,taboola,camp_taboola_2,ad_3774,win_iphone_giveaway,sweepstakes,AZ,mobile,301,1,1,182
L01052,user1052@example.com,+15550001052,2026-05-26,taboola,camp_taboola_8,ad_1328,keto_meal_plan,health,TX,desktop,34,1,1,34
L01053,user1053@example.com,+15550001053,2026-01-03,taboola,camp_taboola_6,ad_8211,solar_savings_quote,home_services,PA,desktop,177,2,1,148
L01054,user1054@example.com,+15550001054,2025-07-14,tiktok,camp_tiktok_3,ad_7163,auto_insurance_quiz,insurance,FL,tablet,350,1,1,96
L01055,user1055@example.com,+15550001055,2026-02-01,meta,camp_meta_3,ad_7045,auto_insurance_quiz,insurance,AZ,desktop,148,1,1,125
L01056,user1056@example.com,+15550001056,2026-03-10,meta,camp_meta_1,ad_1456,supplement_trial,health,PA,tablet,111,1,1,102
L01057,user1057@example.com,+15550001057,2025-10-02,tiktok,camp_tiktok_4,ad_9058,supplement_trial,health,TX,mobile,270,3,1,90
L01058,user1058@example.com,+15550001058,2025-12-30,taboola,camp_taboola_3,ad_7811,solar_savings_quote,home_services,GA,desktop,181,3,1,103
L01059,user1059@example.com,+15550001059,2026-01-29,meta,camp_meta_3,ad_6720,auto_insurance_quiz,insurance,GA,desktop,151,1,1,102
L01060,user1060@example.com,+15550001060,2026-01-26,tiktok,camp_tiktok_3,ad_1974,health_ins_compare,insurance,IL,mobile,154,2,1,87
L01061,user1061@example.com,+15550001061,2026-05-12,meta,camp_meta_1,ad_4914,weight_loss_guide,health,NY,desktop,48,3,1,48
L01062,user1062@example.com,+15550001062,2026-06-28,google_search,camp_google_search_6,ad_6293,personal_loan_calc,finance,GA,tablet,1,5,1,1
L01063,user1063@example.com,+15550001063,2026-03-13,tiktok,camp_tiktok_6,ad_3649,weekly_cash_draw,sweepstakes,FL,mobile,108,5,1,49
L01064,user1064@example.com,+15550001064,2025-07-26,taboola,camp_taboola_2,ad_3520,health_ins_compare,insurance,TX,tablet,338,1,1,186
L01065,user1065@example.com,+15550001065,2026-05-07,taboola,camp_taboola_5,ad_9675,keto_meal_plan,health,GA,desktop,53,2,1,53
L01066,user1066@example.com,+15550001066,2026-01-15,google_search,camp_google_search_4,ad_9436,mortgage_refi_quiz,finance,CA,mobile,165,4,1,146
L01067,user1067@example.com,+15550001067,2026-06-26,meta,camp_meta_2,ad_4904,weekly_cash_draw,sweepstakes,NC,tablet,3,2,1,3
L01068,user1068@example.com,+15550001068,2025-07-04,tiktok,camp_tiktok_8,ad_9708,auto_insurance_quiz,insurance,CA,mobile,360,0,0,360
L01069,user1069@example.com,+15550001069,2026-04-18,google_search,camp_google_search_7,ad_3018,roofing_estimate,home_services,NC,desktop,72,6,1,60
L01070,user1070@example.com,+15550001070,2026-02-07,meta,camp_meta_7,ad_8286,weight_loss_guide,health,OH,tablet,142,2,1,62
L01071,user1071@example.com,+15550001071,2026-03-18,meta,camp_meta_7,ad_1938,mortgage_refi_quiz,finance,TX,tablet,103,2,1,103
L01072,user1072@example.com,+15550001072,2025-09-01,tiktok,camp_tiktok_7,ad_2044,debt_relief_guide,finance,PA,desktop,301,3,1,110
L01073,user1073@example.com,+15550001073,2025-07-24,meta,camp_meta_8,ad_1448,life_insurance_quote,insurance,GA,desktop,340,3,1,102
L01074,user1074@example.com,+15550001074,2026-06-23,tiktok,camp_tiktok_6,ad_4072,personal_loan_calc,finance,FL,mobile,6,1,1,6
L01075,user1075@example.com,+15550001075,2026-04-03,taboola,camp_taboola_5,ad_3654,keto_meal_plan,health,AZ,desktop,87,2,1,87
L01076,user1076@example.com,+15550001076,2025-12-06,taboola,camp_taboola_1,ad_5278,auto_insurance_quiz,insurance,NC,mobile,205,1,1,54
L01077,user1077@example.com,+15550001077,2025-07-11,meta,camp_meta_7,ad_3225,health_ins_compare,insurance,NC,tablet,353,1,1,92
L01078,user1078@example.com,+15550001078,2026-03-25,tiktok,camp_tiktok_8,ad_2771,weekly_cash_draw,sweepstakes,AZ,tablet,96,0,0,96
L01079,user1079@example.com,+15550001079,2025-09-06,meta,camp_meta_2,ad_3313,personal_loan_calc,finance,TX,mobile,296,1,1,87
L01080,user1080@example.com,+15550001080,2025-07-10,meta,camp_meta_8,ad_5959,weight_loss_guide,health,AZ,tablet,354,2,1,204
L01081,user1081@example.com,+15550001081,2026-02-19,tiktok,camp_tiktok_3,ad_7098,win_iphone_giveaway,sweepstakes,IL,tablet,130,3,1,109
L01082,user1082@example.com,+15550001082,2025-08-06,taboola,camp_taboola_5,ad_4739,weight_loss_guide,health,OH,desktop,327,2,1,117
L01083,user1083@example.com,+15550001083,2025-08-31,meta,camp_meta_6,ad_1203,weekly_cash_draw,sweepstakes,NC,mobile,302,6,1,158
L01084,user1084@example.com,+15550001084,2026-01-14,google_search,camp_google_search_5,ad_8634,life_insurance_quote,insurance,GA,desktop,166,2,1,111
L01085,user1085@example.com,+15550001085,2025-11-25,meta,camp_meta_4,ad_8842,weight_loss_guide,health,NY,desktop,216,2,1,112
L01086,user1086@example.com,+15550001086,2025-07-06,tiktok,camp_tiktok_7,ad_5826,auto_insurance_quiz,insurance,PA,mobile,358,2,1,168
L01087,user1087@example.com,+15550001087,2026-01-12,taboola,camp_taboola_1,ad_7706,auto_insurance_quiz,insurance,NC,mobile,168,1,1,121
L01088,user1088@example.com,+15550001088,2026-04-23,google_search,camp_google_search_5,ad_2035,solar_savings_quote,home_services,AZ,desktop,67,1,1,67
L01089,user1089@example.com,+15550001089,2025-08-28,tiktok,camp_tiktok_6,ad_7115,win_iphone_giveaway,sweepstakes,NC,desktop,305,3,1,97
L01090,user1090@example.com,+15550001090,2025-11-15,meta,camp_meta_4,ad_1046,solar_savings_quote,home_services,AZ,desktop,226,3,1,164
L01091,user1091@example.com,+15550001091,2025-11-05,meta,camp_meta_2,ad_3560,weight_loss_guide,health,GA,tablet,236,2,1,90
L01092,user1092@example.com,+15550001092,2026-04-16,meta,camp_meta_4,ad_5141,auto_insurance_quiz,insurance,TX,desktop,74,2,1,56
L01093,user1093@example.com,+15550001093,2025-08-18,taboola,camp_taboola_8,ad_2943,auto_insurance_quiz,insurance,NY,mobile,315,0,0,315
L01094,user1094@example.com,+15550001094,2026-04-22,meta,camp_meta_3,ad_9317,auto_insurance_quiz,insurance,AZ,desktop,68,2,1,62
L01095,user1095@example.com,+15550001095,2026-06-02,tiktok,camp_tiktok_3,ad_6455,hvac_tuneup_offer,home_services,AZ,desktop,27,4,1,10
L01096,user1096@example.com,+15550001096,2026-05-14,tiktok,camp_tiktok_5,ad_6562,debt_relief_guide,finance,PA,mobile,46,4,1,46
L01097,user1097@example.com,+15550001097,2026-04-01,google_search,camp_google_search_7,ad_8051,roofing_estimate,home_services,GA,desktop,89,2,1,32
L01098,user1098@example.com,+15550001098,2026-06-25,google_search,camp_google_search_3,ad_5806,auto_insurance_quiz,insurance,CA,mobile,4,2,1,4
L01099,user1099@example.com,+15550001099,2026-03-21,meta,camp_meta_4,ad_2251,debt_relief_guide,finance,OH,desktop,100,1,1,65
L01100,user1100@example.com,+15550001100,2026-06-15,google_search,camp_google_search_7,ad_1812,debt_relief_guide,finance,PA,desktop,14,2,1,14
L01101,user1101@example.com,+15550001101,2026-06-20,google_search,camp_google_search_1,ad_5781,personal_loan_calc,finance,AZ,mobile,9,0,0,9
L01102,user1102@example.com,+15550001102,2025-08-27,meta,camp_meta_1,ad_2132,supplement_trial,health,AZ,desktop,306,4,1,163
L01103,user1103@example.com,+15550001103,2025-11-26,meta,camp_meta_7,ad_5836,mortgage_refi_quiz,finance,PA,desktop,215,2,1,98
L01104,user1104@example.com,+15550001104,2026-02-02,tiktok,camp_tiktok_6,ad_7519,personal_loan_calc,finance,IL,desktop,147,1,1,37
L01105,user1105@example.com,+15550001105,2025-09-18,tiktok,camp_tiktok_7,ad_8100,win_iphone_giveaway,sweepstakes,FL,tablet,284,3,1,173
L01106,user1106@example.com,+15550001106,2026-04-16,meta,camp_meta_2,ad_2737,auto_insurance_quiz,insurance,AZ,desktop,74,1,1,50
L01107,user1107@example.com,+15550001107,2026-05-05,meta,camp_meta_8,ad_9859,mortgage_refi_quiz,finance,CA,desktop,55,2,1,55
L01108,user1108@example.com,+15550001108,2026-03-23,google_search,camp_google_search_5,ad_5034,500_giftcard_sweeps,sweepstakes,CA,tablet,98,3,1,98
L01109,user1109@example.com,+15550001109,2026-03-13,meta,camp_meta_4,ad_7538,health_ins_compare,insurance,CA,mobile,108,2,1,98
L01110,user1110@example.com,+15550001110,2026-01-25,tiktok,camp_tiktok_4,ad_6333,life_insurance_quote,insurance,OH,desktop,155,5,1,77
L01111,user1111@example.com,+15550001111,2026-03-12,google_search,camp_google_search_6,ad_2150,keto_meal_plan,health,AZ,mobile,109,1,1,76
L01112,user1112@example.com,+15550001112,2025-09-16,meta,camp_meta_5,ad_8770,health_ins_compare,insurance,GA,tablet,286,8,1,73
L01113,user1113@example.com,+15550001113,2026-06-08,taboola,camp_taboola_5,ad_9611,health_ins_compare,insurance,GA,mobile,21,5,1,21
L01114,user1114@example.com,+15550001114,2025-10-31,google_search,camp_google_search_5,ad_6148,weekly_cash_draw,sweepstakes,GA,tablet,241,0,0,241
L01115,user1115@example.com,+15550001115,2026-05-31,tiktok,camp_tiktok_6,ad_1166,life_insurance_quote,insurance,CA,desktop,29,1,1,29
L01116,user1116@example.com,+15550001116,2026-05-07,tiktok,camp_tiktok_2,ad_3298,debt_relief_guide,finance,CA,tablet,53,6,1,36
L01117,user1117@example.com,+15550001117,2025-12-12,google_search,camp_google_search_2,ad_8115,keto_meal_plan,health,NY,tablet,199,3,1,116
L01118,user1118@example.com,+15550001118,2025-11-24,google_search,camp_google_search_4,ad_5229,roofing_estimate,home_services,OH,desktop,217,1,1,154
L01119,user1119@example.com,+15550001119,2025-12-11,taboola,camp_taboola_1,ad_7965,weekly_cash_draw,sweepstakes,NY,mobile,200,0,0,200
L01120,user1120@example.com,+15550001120,2026-06-12,taboola,camp_taboola_2,ad_7496,solar_savings_quote,home_services,FL,tablet,17,1,1,17
L01121,user1121@example.com,+15550001121,2026-05-07,google_search,camp_google_search_3,ad_6385,roofing_estimate,home_services,IL,tablet,53,1,1,53
L01122,user1122@example.com,+15550001122,2026-05-31,tiktok,camp_tiktok_5,ad_2077,weight_loss_guide,health,GA,mobile,29,2,1,29
L01123,user1123@example.com,+15550001123,2025-08-15,meta,camp_meta_6,ad_4099,weight_loss_guide,health,NY,tablet,318,2,1,100
L01124,user1124@example.com,+15550001124,2026-05-31,meta,camp_meta_7,ad_4316,500_giftcard_sweeps,sweepstakes,FL,desktop,29,1,1,29
L01125,user1125@example.com,+15550001125,2025-09-17,meta,camp_meta_2,ad_8806,life_insurance_quote,insurance,AZ,tablet,285,2,1,122
L01126,user1126@example.com,+15550001126,2026-03-21,tiktok,camp_tiktok_3,ad_7737,keto_meal_plan,health,PA,tablet,100,2,1,25
L01127,user1127@example.com,+15550001127,2025-08-15,meta,camp_meta_5,ad_9652,roofing_estimate,home_services,NC,tablet,318,1,1,152
L01128,user1128@example.com,+15550001128,2025-08-19,meta,camp_meta_2,ad_2054,supplement_trial,health,NY,mobile,314,2,1,80
L01129,user1129@example.com,+15550001129,2025-12-30,tiktok,camp_tiktok_6,ad_9140,health_ins_compare,insurance,PA,desktop,181,0,0,181
L01130,user1130@example.com,+15550001130,2026-05-03,meta,camp_meta_3,ad_2939,keto_meal_plan,health,NC,tablet,57,3,1,57
L01131,user1131@example.com,+15550001131,2026-06-29,tiktok,camp_tiktok_6,ad_5337,win_iphone_giveaway,sweepstakes,GA,desktop,0,1,1,0
L01132,user1132@example.com,+15550001132,2026-04-29,meta,camp_meta_4,ad_9677,auto_insurance_quiz,insurance,IL,tablet,61,3,1,61
L01133,user1133@example.com,+15550001133,2026-03-13,google_search,camp_google_search_2,ad_9268,mortgage_refi_quiz,finance,PA,tablet,108,0,0,108
L01134,user1134@example.com,+15550001134,2025-08-21,meta,camp_meta_8,ad_9789,life_insurance_quote,insurance,TX,mobile,312,4,1,146
L01135,user1135@example.com,+15550001135,2025-07-31,taboola,camp_taboola_1,ad_4853,debt_relief_guide,finance,IL,tablet,333,1,1,104
L01136,user1136@example.com,+15550001136,2026-05-21,meta,camp_meta_4,ad_1267,personal_loan_calc,finance,NC,mobile,39,3,1,39
L01137,user1137@example.com,+15550001137,2025-08-16,google_search,camp_google_search_6,ad_5038,weekly_cash_draw,sweepstakes,IL,tablet,317,1,1,144
L01138,user1138@example.com,+15550001138,2026-04-11,meta,camp_meta_5,ad_3729,personal_loan_calc,finance,FL,tablet,79,4,1,79
L01139,user1139@example.com,+15550001139,2025-09-01,meta,camp_meta_6,ad_1712,weekly_cash_draw,sweepstakes,NY,desktop,301,3,1,161
L01140,user1140@example.com,+15550001140,2026-05-27,meta,camp_meta_5,ad_9104,supplement_trial,health,NY,desktop,33,1,1,33
L01141,user1141@example.com,+15550001141,2025-08-02,google_search,camp_google_search_6,ad_6465,roofing_estimate,home_services,TX,mobile,331,1,1,95
L01142,user1142@example.com,+15550001142,2026-05-28,meta,camp_meta_4,ad_6229,mortgage_refi_quiz,finance,TX,tablet,32,2,1,32
L01143,user1143@example.com,+15550001143,2026-02-16,tiktok,camp_tiktok_4,ad_8512,supplement_trial,health,AZ,tablet,133,2,1,133
L01144,user1144@example.com,+15550001144,2026-04-25,meta,camp_meta_3,ad_4227,supplement_trial,health,NY,desktop,65,1,1,65
L01145,user1145@example.com,+15550001145,2025-11-05,meta,camp_meta_5,ad_2138,weekly_cash_draw,sweepstakes,NY,tablet,236,3,1,84
L01146,user1146@example.com,+15550001146,2025-07-25,google_search,camp_google_search_8,ad_2865,supplement_trial,health,IL,mobile,339,2,1,124
L01147,user1147@example.com,+15550001147,2025-11-23,meta,camp_meta_4,ad_2183,mortgage_refi_quiz,finance,AZ,mobile,218,3,1,152
L01148,user1148@example.com,+15550001148,2025-09-03,tiktok,camp_tiktok_8,ad_5681,mortgage_refi_quiz,finance,CA,desktop,299,3,1,129
L01149,user1149@example.com,+15550001149,2025-07-21,tiktok,camp_tiktok_3,ad_8299,health_ins_compare,insurance,AZ,desktop,343,1,1,172
L01150,user1150@example.com,+15550001150,2025-10-03,meta,camp_meta_2,ad_6108,weekly_cash_draw,sweepstakes,AZ,desktop,269,3,1,126
L01151,user1151@example.com,+15550001151,2026-04-02,tiktok,camp_tiktok_3,ad_6491,hvac_tuneup_offer,home_services,NY,mobile,88,4,1,88
L01152,user1152@example.com,+15550001152,2026-06-14,google_search,camp_google_search_4,ad_7258,life_insurance_quote,insurance,CA,desktop,15,2,1,15
L01153,user1153@example.com,+15550001153,2025-07-21,meta,camp_meta_1,ad_7081,roofing_estimate,home_services,GA,mobile,343,2,1,102
L01154,user1154@example.com,+15550001154,2026-03-23,meta,camp_meta_2,ad_4109,hvac_tuneup_offer,home_services,NY,desktop,98,1,1,78
L01155,user1155@example.com,+15550001155,2025-10-06,taboola,camp_taboola_3,ad_3071,win_iphone_giveaway,sweepstakes,FL,desktop,266,2,1,122
L01156,user1156@example.com,+15550001156,2026-06-26,taboola,camp_taboola_8,ad_6509,mortgage_refi_quiz,finance,OH,mobile,3,2,1,3
L01157,user1157@example.com,+15550001157,2026-03-20,meta,camp_meta_3,ad_2441,solar_savings_quote,home_services,OH,tablet,101,1,1,45
L01158,user1158@example.com,+15550001158,2026-06-13,meta,camp_meta_4,ad_4842,hvac_tuneup_offer,home_services,NC,mobile,16,1,1,16
L01159,user1159@example.com,+15550001159,2026-04-07,taboola,camp_taboola_1,ad_3632,win_iphone_giveaway,sweepstakes,AZ,desktop,83,5,1,83
L01160,user1160@example.com,+15550001160,2026-04-11,meta,camp_meta_6,ad_5490,500_giftcard_sweeps,sweepstakes,OH,mobile,79,2,1,36
L01161,user1161@example.com,+15550001161,2026-03-09,meta,camp_meta_3,ad_7986,supplement_trial,health,IL,tablet,112,0,0,112
L01162,user1162@example.com,+15550001162,2026-01-29,meta,camp_meta_1,ad_2008,weekly_cash_draw,sweepstakes,TX,tablet,151,3,1,88
L01163,user1163@example.com,+15550001163,2025-07-06,taboola,camp_taboola_8,ad_8941,weekly_cash_draw,sweepstakes,NY,mobile,358,1,1,105
L01164,user1164@example.com,+15550001164,2025-10-22,google_search,camp_google_search_7,ad_8181,auto_insurance_quiz,insurance,GA,tablet,250,5,1,138
L01165,user1165@example.com,+15550001165,2026-05-18,meta,camp_meta_4,ad_6047,hvac_tuneup_offer,home_services,TX,tablet,42,4,1,42
L01166,user1166@example.com,+15550001166,2026-02-13,tiktok,camp_tiktok_7,ad_3068,health_ins_compare,insurance,FL,mobile,136,2,1,54
L01167,user1167@example.com,+15550001167,2025-10-15,tiktok,camp_tiktok_8,ad_3432,life_insurance_quote,insurance,NY,desktop,257,2,1,88
L01168,user1168@example.com,+15550001168,2025-07-05,google_search,camp_google_search_6,ad_2944,keto_meal_plan,health,OH,tablet,359,2,1,109
L01169,user1169@example.com,+15550001169,2025-08-02,taboola,camp_taboola_6,ad_7810,roofing_estimate,home_services,AZ,tablet,331,0,0,331
L01170,user1170@example.com,+15550001170,2026-06-23,tiktok,camp_tiktok_4,ad_3821,debt_relief_guide,finance,AZ,tablet,6,1,1,6
L01171,user1171@example.com,+15550001171,2026-01-17,taboola,camp_taboola_2,ad_1920,supplement_trial,health,NC,tablet,163,1,1,97
L01172,user1172@example.com,+15550001172,2026-04-24,meta,camp_meta_2,ad_2439,debt_relief_guide,finance,GA,desktop,66,3,1,25
L01173,user1173@example.com,+15550001173,2026-05-13,taboola,camp_taboola_6,ad_3635,500_giftcard_sweeps,sweepstakes,PA,tablet,47,0,0,47
L01174,user1174@example.com,+15550001174,2026-04-01,tiktok,camp_tiktok_7,ad_5188,auto_insurance_quiz,insurance,GA,tablet,89,0,0,89
L01175,user1175@example.com,+15550001175,2025-07-28,meta,camp_meta_1,ad_3285,supplement_trial,health,AZ,desktop,336,1,1,161
L01176,user1176@example.com,+15550001176,2026-01-27,taboola,camp_taboola_2,ad_7662,500_giftcard_sweeps,sweepstakes,CA,mobile,153,2,1,144
L01177,user1177@example.com,+15550001177,2025-07-10,tiktok,camp_tiktok_5,ad_1462,weight_loss_guide,health,IL,desktop,354,2,1,144
L01178,user1178@example.com,+15550001178,2025-07-07,google_search,camp_google_search_1,ad_6206,debt_relief_guide,finance,NC,mobile,357,4,1,134
L01179,user1179@example.com,+15550001179,2025-11-29,google_search,camp_google_search_1,ad_6192,mortgage_refi_quiz,finance,TX,desktop,212,1,1,153
L01180,user1180@example.com,+15550001180,2025-10-04,tiktok,camp_tiktok_2,ad_7173,health_ins_compare,insurance,CA,mobile,268,3,1,69
L01181,user1181@example.com,+15550001181,2025-12-04,tiktok,camp_tiktok_5,ad_7652,weekly_cash_draw,sweepstakes,FL,mobile,207,0,0,207
L01182,user1182@example.com,+15550001182,2025-11-11,meta,camp_meta_7,ad_1350,weight_loss_guide,health,PA,mobile,230,3,1,169
L01183,user1183@example.com,+15550001183,2026-05-30,tiktok,camp_tiktok_8,ad_1198,hvac_tuneup_offer,home_services,CA,mobile,30,2,1,30
L01184,user1184@example.com,+15550001184,2026-04-28,meta,camp_meta_5,ad_8813,auto_insurance_quiz,insurance,IL,desktop,62,3,1,62
L01185,user1185@example.com,+15550001185,2026-04-03,google_search,camp_google_search_6,ad_2824,solar_savings_quote,home_services,NC,desktop,87,3,1,41
L01186,user1186@example.com,+15550001186,2025-08-18,tiktok,camp_tiktok_6,ad_3727,supplement_trial,health,NC,tablet,315,4,1,170
L01187,user1187@example.com,+15550001187,2026-05-14,tiktok,camp_tiktok_2,ad_6500,supplement_trial,health,AZ,desktop,46,2,1,17
L01188,user1188@example.com,+15550001188,2025-12-07,meta,camp_meta_1,ad_4067,hvac_tuneup_offer,home_services,GA,desktop,204,3,1,108
L01189,user1189@example.com,+15550001189,2025-11-21,tiktok,camp_tiktok_6,ad_4295,auto_insurance_quiz,insurance,IL,mobile,220,1,1,84
L01190,user1190@example.com,+15550001190,2026-04-15,tiktok,camp_tiktok_7,ad_3459,supplement_trial,health,GA,desktop,75,3,1,75
L01191,user1191@example.com,+15550001191,2025-12-06,taboola,camp_taboola_5,ad_7116,mortgage_refi_quiz,finance,GA,mobile,205,3,1,68
L01192,user1192@example.com,+15550001192,2026-02-23,taboola,camp_taboola_5,ad_1599,life_insurance_quote,insurance,CA,desktop,126,2,1,42
